wrapper  | --> Wrapper Started as Daemon
jvm 1    | 		at org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)
jvm 1    | 		at org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)
jvm 1    | 		at org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:82)
jvm 1    | 		at com.google.inject.servlet.AbstractFilterPipeline.dispatch(AbstractFilterPipeline.java:100)
jvm 1    | 		at org.sonatype.nexus.web.internal.NexusGuiceFilter$MultiFilterChain.doFilter(NexusGuiceFilter.java:82)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:89)
jvm 1    | 		at com.yammer.metrics.web.WebappMetricsFilter.doFilter(WebappMetricsFilter.java:76)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:82)
jvm 1    | 		at org.sonatype.nexus.web.internal.CommonHeadersFilter.doFilter(CommonHeadersFilter.java:69)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:82)
jvm 1    | 		at org.sonatype.nexus.web.internal.ErrorPageFilter.doFilter(ErrorPageFilter.java:71)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:82)
jvm 1    | 		at org.sonatype.nexus.web.internal.BaseUrlHolderFilter.doFilter(BaseUrlHolderFilter.java:66)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:82)
jvm 1    | 		at org.sonatype.nexus.web.internal.HeaderPatternFilter.doFilter(HeaderPatternFilter.java:96)
jvm 1    | 		at com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:82)
jvm 1    | 		... 33 common frames omitted
jvm 1    | 	Caused by: java.io.IOException: Broken pipe
jvm 1    | 		at sun.nio.ch.FileDispatcherImpl.write0(Native Method)
jvm 1    | 		at sun.nio.ch.SocketDispatcher.write(SocketDispatcher.java:47)
jvm 1    | 		at sun.nio.ch.IOUtil.writeFromNativeBuffer(IOUtil.java:93)
jvm 1    | 		at sun.nio.ch.IOUtil.write(IOUtil.java:65)
jvm 1    | 		at sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:471)
jvm 1    | 		at org.eclipse.jetty.io.nio.ChannelEndPoint.flush(ChannelEndPoint.java:310)
jvm 1    | 		at org.eclipse.jetty.io.nio.SelectChannelEndPoint.flush(SelectChannelEndPoint.java:404)
jvm 1    | 		at org.eclipse.jetty.http.HttpGenerator.flushBuffer(HttpGenerator.java:853)
jvm 1    | 		... 79 common frames omitted
jvm 1    | Caused by: java.io.IOException: Broken pipe
jvm 1    | 	at sun.nio.ch.FileDispatcherImpl.write0(Native Method)
jvm 1    | 	at sun.nio.ch.SocketDispatcher.write(SocketDispatcher.java:47)
jvm 1    | 	at sun.nio.ch.IOUtil.writeFromNativeBuffer(IOUtil.java:93)
jvm 1    | 	at sun.nio.ch.IOUtil.write(IOUtil.java:65)
jvm 1    | 	at sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:471)
jvm 1    | 	at org.eclipse.jetty.io.nio.ChannelEndPoint.flush(ChannelEndPoint.java:310)
jvm 1    | 	at org.eclipse.jetty.io.nio.SelectChannelEndPoint.flush(SelectChannelEndPoint.java:404)
jvm 1    | 	at org.eclipse.jetty.http.HttpGenerator.flushBuffer(HttpGenerator.java:853)
jvm 1    | 	... 69 common frames omitted
jvm 1    | 2018-12-03 10:11:37,479+0000 INFO  [qtp926547427-54] *UNKNOWN /nexus - nexus: [Noelios Restlet Engine] - Attaching application: org.sonatype.nexus.rest.NexusApplication@42de473e to URI: /nexus/service/local
jvm 1    | 2018-12-03 10:11:37,487+0000 WARN  [qtp926547427-56] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - No configuration file in place, copying the default one and continuing with it.
jvm 1    | 2018-12-03 10:11:37,490+0000 INFO  [qtp926547427-56] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: /root/DevOpsTraning/my-app/nexus-2.14.11-01/../sonatype-work/nexus/conf/security.xml
jvm 1    | 2018-12-03 10:20:03,478+0000 INFO  [qtp926547427-55] anonymous java.util.prefs - Created user preferences directory.
jvm 1    | 2018-12-03 10:21:36,188+0000 INFO  [qtp926547427-59] *UNKNOWN org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 1    | 2018-12-03 11:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 11:04:02,321+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 12:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 12:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 13:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 13:04:02,319+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  [1] sessions were stopped.
jvm 1    | 2018-12-03 14:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 14:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 15:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 15:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 16:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 16:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 17:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 17:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 18:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 18:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 19:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 19:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 20:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 20:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 21:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 21:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 22:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 22:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-03 23:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-03 23:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 00:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 00:04:02,320+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 01:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 01:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 02:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 02:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 03:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 03:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 04:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 04:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 05:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 05:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 06:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 06:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 07:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 07:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 08:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 08:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 09:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 09:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 10:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 10:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 11:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 11:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 11:49:36,087+0000 INFO  [qtp926547427-58] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Releases] made by admin...
jvm 1    | 2018-12-04 11:50:08,014+0000 INFO  [qtp926547427-55] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Releases] made by admin...
jvm 1    | 2018-12-04 12:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 12:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 13:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 13:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  [1] sessions were stopped.
jvm 1    | 2018-12-04 14:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 14:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 15:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 15:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 16:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 16:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 17:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 17:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 18:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 18:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 19:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 19:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 20:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 20:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 21:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 21:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 22:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 22:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-04 23:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-04 23:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-05 00:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-05 00:04:02,318+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-05 01:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-05 01:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-05 02:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-05 02:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-05 03:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-05 03:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-05 04:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-05 04:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2018-12-05 05:04:02,316+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2018-12-05 05:04:02,317+0000 INFO  [SessionValidationThread-1]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
